test_index,true,predicted,confidence,margin,true_class_prob,true_rank
476,fish,shark,0.8122,0.6283,0.1839,2
424,fish,coral,0.812,0.6975,0.0311,3
1370,seaAnemone,fish,0.8114,0.7314,0.0782,3
245,coral,fishInGroups,0.8105,0.7321,0.0357,3
1402,seaCucumber,eel,0.8096,0.7398,0.0664,3
1532,starfish,eel,0.8079,0.7434,0.0485,3
1340,seaAnemone,coral,0.8075,0.7053,0.1022,2
1466,shark,rayfish,0.8072,0.6476,0.0183,3
1024,flatworm,seaSlug,0.8067,0.7068,0.0859,3
1598,turtle,fishInGroups,0.8021,0.6635,0.1386,2
1372,seaAnemone,fishInGroups,0.8018,0.7131,0.0825,3
1401,seaCucumber,eel,0.7963,0.5944,0.2019,2
307,coral,seaUrchin,0.7873,0.5994,0.1879,2
680,fish,eel,0.7853,0.5709,0.2144,2
1116,rayfish,fish,0.7846,0.5961,0.1885,2
1475,shrimp,eel,0.7809,0.6571,0.0268,4
932,fish,fishInGroups,0.7794,0.5593,0.2201,2
955,fishInGroups,fish,0.7791,0.5582,0.2208,2
1575,turtle,rayfish,0.7781,0.6349,0.0614,3
485,fish,fishInGroups,0.776,0.5521,0.2239,2
959,fishInGroups,fish,0.7731,0.5607,0.2123,2
1420,seaSlug,fish,0.7698,0.5471,0.0054,3
1443,seaUrchin,coral,0.7691,0.6542,0.0658,3
21,coral,rayfish,0.7688,0.5891,0.1797,2
587,fish,coral,0.7683,0.6191,0.0454,3
118,coral,fishInGroups,0.7614,0.5599,0.2015,2
1408,seaSlug,coral,0.7604,0.6183,0.0121,6
427,fish,seaUrchin,0.7567,0.5295,0.2272,2
1547,turtle,eel,0.7528,0.6293,0.0087,4
1194,seaAnemone,fish,0.7517,0.5079,0.2438,2
147,coral,rayfish,0.7512,0.5614,0.1898,2
449,fish,shark,0.7497,0.5099,0.2399,2
1062,marine_dolphin,shark,0.7396,0.4803,0.2592,2
439,fish,fishInGroups,0.7369,0.581,0.0518,3
1353,seaAnemone,coral,0.7357,0.5495,0.0648,3
1064,marine_dolphin,turtle,0.7353,0.4965,0.2387,2
1411,seaSlug,flatworm,0.734,0.658,0.0595,3
840,fish,seaAnemone,0.7326,0.4654,0.2671,2
325,coral,fish,0.7271,0.4564,0.0008,3
948,fish,fishInGroups,0.7237,0.4482,0.2754,2
569,fish,seaSlug,0.7202,0.441,0.2791,2
1587,turtle,fish,0.7201,0.6368,0.0029,9
189,coral,fish,0.7197,0.466,0.0127,3
556,fish,rayfish,0.7189,0.462,0.2569,2
1063,marine_dolphin,fishInGroups,0.7163,0.4854,0.0145,4
1036,jellyfish,fish,0.7133,0.4634,0.2499,2
419,fish,fishInGroups,0.7099,0.5344,0.095,3
1468,shark,marine_dolphin,0.7096,0.4997,0.0032,4
970,fishInGroups,coral,0.7055,0.4315,0.274,2
310,coral,fishInGroups,0.7037,0.4162,0.2875,2
97,coral,fishInGroups,0.7012,0.4759,0.2254,2
803,fish,seaAnemone,0.6994,0.4007,0.2987,2
1364,seaAnemone,seaUrchin,0.6956,0.4716,0.224,2
482,fish,seaAnemone,0.6911,0.4585,0.2325,2
582,fish,fishInGroups,0.6905,0.4338,0.0479,3
1424,seaSlug,flatworm,0.6823,0.365,0.3172,2
134,coral,eel,0.6823,0.592,0.034,5
24,coral,seaAnemone,0.6808,0.4916,0.1891,2
1497,starfish,fishInGroups,0.6797,0.5618,0.0311,5
973,fishInGroups,coral,0.6775,0.5497,0.1278,2
1283,seaAnemone,coral,0.6752,0.4766,0.1225,3
123,coral,eel,0.6717,0.5536,0.1181,2
342,coral,seaSlug,0.6712,0.4498,0.0123,5
611,fish,seaSlug,0.6693,0.3428,0.3265,2
412,eel,fish,0.6669,0.4762,0.1292,3
474,fish,seaAnemone,0.6638,0.4318,0.232,2
893,fish,fishInGroups,0.6606,0.4886,0.172,2
574,fish,fishInGroups,0.6537,0.3145,0.3392,2
941,fish,eel,0.6535,0.3623,0.2912,2
458,fish,fishInGroups,0.652,0.3054,0.3466,2
958,fishInGroups,coral,0.6483,0.3321,0.3162,2
563,fish,coral,0.6453,0.5064,0.0508,4
1279,seaAnemone,fish,0.642,0.3076,0.3344,2
1011,fishInGroups,rayfish,0.6417,0.4804,0.0184,6
90,coral,seaAnemone,0.6373,0.3771,0.1006,3
758,fish,shark,0.6345,0.3754,0.2592,2
285,coral,seaUrchin,0.6326,0.4008,0.0012,6
1168,rayfish,coral,0.6322,0.548,0.0188,7
823,fish,coral,0.6257,0.4388,0.1319,3
1396,seaAnemone,fishInGroups,0.6247,0.4654,0.0958,4
468,fish,eel,0.6242,0.2585,0.3657,2
171,coral,seaAnemone,0.6228,0.4113,0.1493,3
16,coral,fish,0.6198,0.3518,0.1066,3
1239,seaAnemone,rayfish,0.6163,0.4665,0.0333,5
1013,fishInGroups,coral,0.6067,0.2544,0.3523,2
1328,seaAnemone,coral,0.606,0.3071,0.2988,2
715,fish,fishInGroups,0.5995,0.2002,0.3993,2
242,coral,eel,0.5921,0.518,0.0741,2
529,fish,fishInGroups,0.5856,0.1729,0.4127,2
280,coral,fishInGroups,0.5822,0.1697,0.4125,2
88,coral,rayfish,0.5778,0.3016,0.0517,4
1205,seaAnemone,fish,0.5771,0.1572,0.4199,2
1273,seaAnemone,seaUrchin,0.5767,0.184,0.3927,2
50,coral,seaAnemone,0.5743,0.2103,0.364,2
76,coral,fish,0.5736,0.3028,0.1472,3
106,coral,fish,0.5707,0.2168,0.354,2
983,fishInGroups,coral,0.5593,0.2147,0.3446,2
2,coral,seaAnemone,0.5536,0.3848,0.0941,3
465,fish,seaSlug,0.5518,0.1058,0.4461,2
12,coral,fishInGroups,0.5508,0.3284,0.2224,2
577,fish,fishInGroups,0.5507,0.1497,0.0265,3
1552,turtle,eel,0.5434,0.3231,0.0197,4
431,fish,shark,0.5429,0.1303,0.4126,2
200,coral,eel,0.5355,0.2555,0.28,2
470,fish,marine_dolphin,0.5323,0.1657,0.3667,2
1359,seaAnemone,coral,0.5313,0.2066,0.3247,2
111,coral,fishInGroups,0.5299,0.3089,0.0605,5
1072,octopus,coral,0.5269,0.3101,0.0647,3
45,coral,starfish,0.5264,0.3398,0.1165,3
1465,shark,turtle,0.516,0.0338,0.4822,2
1,coral,fish,0.5111,0.2333,0.0404,4
18,coral,fish,0.51,0.12,0.0815,3
277,coral,fishInGroups,0.5091,0.2894,0.2197,2
722,fish,seaAnemone,0.5068,0.0415,0.4654,2
594,fish,rayfish,0.5039,0.1303,0.3736,2
535,fish,fishInGroups,0.5031,0.0227,0.4805,2
437,fish,seaAnemone,0.4991,0.1401,0.359,2
1003,fishInGroups,coral,0.4941,0.0005,0.4936,2
1017,fishInGroups,fish,0.4915,0.013,0.4785,2
957,fishInGroups,fish,0.4912,0.058,0.4332,2
421,fish,shark,0.4854,0.2236,0.2618,2
1163,rayfish,shark,0.4826,0.0138,0.4687,2
119,coral,seaAnemone,0.4816,0.1299,0.1392,3
98,coral,seaSlug,0.4774,0.276,0.0721,4
51,coral,fishInGroups,0.4766,0.0353,0.4413,2
177,coral,fishInGroups,0.4692,0.1173,0.352,2
1156,rayfish,fish,0.4651,0.1299,0.1703,3
96,coral,fishInGroups,0.4647,0.102,0.3627,2
1316,seaAnemone,seaUrchin,0.457,0.1405,0.0338,5
383,eel,fishInGroups,0.4525,0.3293,0.1117,3
83,coral,fish,0.4491,0.0478,0.1443,3
346,coral,eel,0.4428,0.1226,0.3202,2
298,coral,flatworm,0.4399,0.0343,0.4056,2
484,fish,marine_dolphin,0.4329,0.231,0.1746,4
515,fish,rayfish,0.4319,0.2669,0.0146,7
372,eel,starfish,0.4233,0.1428,0.017,8
1192,seaAnemone,coral,0.4107,0.1281,0.2826,2
436,fish,eel,0.4099,0.164,0.1465,3
309,coral,fishInGroups,0.4084,0.0965,0.2402,3
281,coral,fishInGroups,0.4002,0.0134,0.3868,2
32,coral,rayfish,0.4,0.1635,0.2364,2
284,coral,fish,0.397,0.1128,0.2783,3
1203,seaAnemone,fish,0.3841,0.0371,0.347,2
1201,seaAnemone,coral,0.3829,0.0803,0.3025,2
1075,octopus,seaAnemone,0.3597,0.0634,0.0888,4
313,coral,eel,0.3433,0.0722,0.271,2
1558,turtle,fish,0.3357,0.0149,0.0726,5
1027,flatworm,seaSlug,0.3293,0.1336,0.0163,10
1494,squid,fish,0.3288,0.1346,0.005,11
588,fish,octopus,0.3243,0.1476,0.0886,5
343,coral,seaCucumber,0.3155,0.0589,0.2566,2
1348,seaAnemone,crab,0.2908,0.1229,0.115,4
1403,seaCucumber,coral,0.2832,0.0104,0.2728,2
1175,rayfish,diver,0.2721,0.0665,0.0937,5
600,fish,fishInGroups,0.2576,0.0362,0.1316,4
