test_index,true,predicted,confidence,margin,true_class_prob,true_rank
826,fish,fishInGroups,0.8818,0.764,0.1178,2
454,fish,eel,0.8818,0.8023,0.0795,2
590,fish,fishInGroups,0.8784,0.8095,0.0689,2
402,eel,starfish,0.8774,0.7809,0.0965,2
88,coral,rayfish,0.8765,0.8318,0.0285,3
950,fish,seaSlug,0.8765,0.7897,0.0238,3
893,fish,seaAnemone,0.8726,0.7861,0.0368,3
1131,rayfish,seaCucumber,0.8663,0.7994,0.0136,4
1353,seaAnemone,coral,0.8619,0.7602,0.1017,2
566,fish,turtle,0.8619,0.7321,0.1298,2
700,fish,seaUrchin,0.8614,0.7634,0.0356,3
90,coral,seaAnemone,0.8606,0.7862,0.0743,2
777,fish,seaAnemone,0.8601,0.7281,0.132,2
157,coral,rayfish,0.8594,0.7844,0.0751,2
197,coral,seaAnemone,0.858,0.7493,0.1086,2
430,fish,fishInGroups,0.8574,0.7643,0.0483,3
183,coral,fish,0.8547,0.8102,0.0121,5
903,fish,rayfish,0.8536,0.8018,0.0518,2
1466,shark,fishInGroups,0.8534,0.7882,0.0087,6
1552,turtle,shrimp,0.8524,0.8029,0.0012,8
1318,seaAnemone,coral,0.8521,0.7728,0.0564,3
989,fishInGroups,diver,0.8495,0.7115,0.138,2
180,coral,seaAnemone,0.8461,0.7051,0.141,2
227,coral,rayfish,0.8438,0.7346,0.0372,3
495,fish,flatworm,0.8394,0.7352,0.1041,2
890,fish,seaAnemone,0.8364,0.7176,0.1187,2
1062,marine_dolphin,shark,0.83,0.7344,0.0334,3
1023,flatworm,seaSlug,0.8285,0.6571,0.1714,2
599,fish,fishInGroups,0.8168,0.7222,0.0946,2
944,fish,eel,0.8139,0.7174,0.0245,4
467,fish,shark,0.8083,0.6598,0.0292,3
1516,starfish,seaCucumber,0.8066,0.7351,0.0538,3
507,fish,starfish,0.804,0.6745,0.1294,2
556,fish,rayfish,0.7998,0.6726,0.0225,3
1081,rayfish,eel,0.7985,0.6803,0.0775,3
538,fish,jellyfish,0.7985,0.7214,0.0771,2
21,coral,rayfish,0.7947,0.7117,0.083,2
1457,shark,eel,0.7924,0.6656,0.002,5
1158,rayfish,fish,0.7892,0.6513,0.0313,3
1401,seaCucumber,starfish,0.7885,0.6159,0.0002,10
4,coral,seaUrchin,0.7867,0.6997,0.087,2
1047,jellyfish,seaUrchin,0.783,0.6333,0.1497,2
485,fish,fishInGroups,0.7817,0.5938,0.1879,2
577,fish,coral,0.7795,0.6482,0.1313,2
852,fish,crab,0.7781,0.557,0.2211,2
718,fish,fishInGroups,0.7753,0.6478,0.1276,2
191,coral,rayfish,0.7723,0.6096,0.0504,3
850,fish,seaAnemone,0.7714,0.6442,0.1272,2
528,fish,seaSlug,0.7713,0.6968,0.0599,3
1422,seaSlug,turtle,0.771,0.703,1e-04,13
845,fish,seaAnemone,0.7708,0.6077,0.1631,2
979,fishInGroups,coral,0.7705,0.6292,0.1413,2
115,coral,seaAnemone,0.7671,0.616,0.0608,3
1533,starfish,eel,0.7653,0.5597,0.0071,4
1598,turtle,diver,0.7652,0.5595,0.0105,3
1064,marine_dolphin,shark,0.7642,0.6861,0.035,4
1555,turtle,shark,0.7609,0.6186,0.0101,6
952,fishInGroups,shark,0.7589,0.6645,0.0345,4
76,coral,seaAnemone,0.7574,0.622,0.1021,3
346,coral,seaCucumber,0.7565,0.6798,0.0548,4
342,coral,seaCucumber,0.7563,0.6643,0.0005,8
1073,octopus,eel,0.7552,0.6505,0.0003,13
582,fish,fishInGroups,0.753,0.63,0.1098,3
529,fish,marine_dolphin,0.7502,0.5713,0.0158,5
1002,fishInGroups,fish,0.7467,0.506,0.2407,2
1071,octopus,starfish,0.7454,0.6866,0.0066,9
337,coral,flatworm,0.7452,0.5457,0.0075,5
915,fish,eel,0.7397,0.6157,0.124,2
410,eel,rayfish,0.7379,0.5803,0.0396,4
837,fish,seaAnemone,0.7374,0.4991,0.2383,2
1063,marine_dolphin,fishInGroups,0.736,0.6415,0.0886,3
891,fish,eel,0.7347,0.5092,0.2255,2
441,fish,seaSlug,0.7343,0.5326,0.2017,2
514,fish,eel,0.7333,0.5879,0.0968,3
846,fish,jellyfish,0.728,0.6009,0.0997,3
1123,rayfish,octopus,0.7263,0.6216,0.0269,6
1487,squid,jellyfish,0.7232,0.5713,0.0005,12
920,fish,seaUrchin,0.7152,0.5989,0.1163,2
624,fish,fishInGroups,0.7128,0.5458,0.1139,3
245,coral,fishInGroups,0.7056,0.4188,0.001,5
14,coral,seaAnemone,0.7034,0.4667,0.2368,2
568,fish,rayfish,0.7011,0.459,0.2421,2
786,fish,seaAnemone,0.6973,0.4247,0.2727,2
1099,rayfish,shark,0.6949,0.3994,0.2955,2
1350,seaAnemone,coral,0.6931,0.3956,0.006,3
830,fish,seaAnemone,0.6928,0.5303,0.1624,2
1054,jellyfish,fishInGroups,0.6892,0.4758,0.0361,3
1493,squid,octopus,0.687,0.3741,0.3129,2
1263,seaAnemone,octopus,0.6854,0.4192,0.0318,3
1492,squid,octopus,0.6844,0.3688,0.3156,2
1189,seaAnemone,fish,0.684,0.4638,0.0604,3
111,coral,seaSlug,0.6799,0.5136,1e-04,8
854,fish,seaAnemone,0.6798,0.4308,0.249,2
1013,fishInGroups,coral,0.673,0.3689,0.3041,2
388,eel,seaSlug,0.6718,0.4722,0.0018,8
230,coral,rayfish,0.6708,0.5302,0.1405,2
43,coral,seaAnemone,0.6706,0.4461,0.1036,3
474,fish,fishInGroups,0.6705,0.5241,0.1464,2
1465,shark,marine_dolphin,0.6693,0.3387,0.3306,2
504,fish,eel,0.6693,0.5098,0.0558,3
437,fish,seaAnemone,0.6647,0.491,0.1368,3
356,crab,fish,0.6627,0.5711,0.0731,3
1033,flatworm,starfish,0.662,0.4762,0.0094,6
1003,fishInGroups,coral,0.6608,0.4573,0.2035,2
419,fish,fishInGroups,0.6603,0.4371,0.2232,2
351,crab,eel,0.6596,0.5685,0.0136,8
1449,seaUrchin,fish,0.6591,0.3519,0.3072,2
262,coral,seaSlug,0.6578,0.4878,0.1021,3
268,coral,seaAnemone,0.6569,0.3946,0.2623,2
808,fish,fishInGroups,0.6555,0.3118,0.3436,2
222,coral,starfish,0.645,0.3153,0.3297,2
67,coral,eel,0.6444,0.5238,0.098,3
1025,flatworm,seaCucumber,0.6381,0.5108,0.0165,7
866,fish,fishInGroups,0.638,0.3568,0.2812,2
880,fish,crab,0.6371,0.417,0.2201,2
291,coral,eel,0.6369,0.509,0.1278,2
252,coral,seaAnemone,0.6354,0.3927,0.2427,2
1119,rayfish,shark,0.6337,0.4015,0.2323,2
736,fish,seaAnemone,0.6322,0.3912,0.0926,3
1072,octopus,fish,0.6312,0.4346,0.0048,8
1497,starfish,eel,0.6268,0.4754,0.1103,3
334,coral,starfish,0.6255,0.4995,0.0775,4
208,coral,seaAnemone,0.6245,0.3417,0.2828,2
143,coral,rayfish,0.6231,0.3536,0.0278,3
576,fish,shark,0.6221,0.4294,0.035,5
457,fish,eel,0.6189,0.3568,0.0502,3
42,coral,crab,0.6189,0.3595,0.2593,2
981,fishInGroups,coral,0.6169,0.4348,0.1821,2
200,coral,eel,0.6161,0.4766,0.1395,2
1148,rayfish,coral,0.6144,0.4488,0.1656,2
32,coral,rayfish,0.6127,0.4837,0.1269,3
1419,seaSlug,fish,0.6047,0.3936,0.0003,9
0,coral,flatworm,0.6005,0.4063,0.1942,2
737,fish,coral,0.5966,0.3453,0.1421,3
647,fish,starfish,0.5942,0.452,0.0522,5
1114,rayfish,eel,0.5917,0.4424,0.1075,3
747,fish,crab,0.5917,0.1878,0.4039,2
468,fish,rayfish,0.5895,0.515,0.0532,5
539,fish,coral,0.5876,0.3026,0.2851,2
389,eel,rayfish,0.5871,0.3639,0.1343,3
932,fish,eel,0.5867,0.3933,0.0676,3
596,fish,fishInGroups,0.5861,0.3251,0.261,2
1530,starfish,rayfish,0.5837,0.4698,0.0142,8
397,eel,seaSlug,0.5833,0.3453,0.0415,4
602,fish,eel,0.5815,0.2012,0.0009,6
715,fish,fishInGroups,0.5796,0.3425,0.2371,2
823,fish,coral,0.5794,0.2992,0.2802,2
435,fish,turtle,0.5768,0.4689,0.0706,3
579,fish,coral,0.5747,0.2621,0.0722,3
352,crab,fish,0.5745,0.3447,0.0076,8
464,fish,shark,0.5744,0.2042,0.0543,3
416,fish,turtle,0.5716,0.4887,0.0677,3
946,fish,jellyfish,0.569,0.246,0.0303,4
649,fish,rayfish,0.5687,0.3624,0.1776,3
307,coral,fish,0.5667,0.4665,0.0701,5
501,fish,eel,0.5663,0.2946,0.2716,2
822,fish,seaAnemone,0.5659,0.3062,0.2596,2
315,coral,seaCucumber,0.5612,0.4453,0.1147,3
1486,squid,rayfish,0.5591,0.3612,0.003,12
1388,seaAnemone,coral,0.5591,0.29,0.0578,4
1298,seaAnemone,fish,0.5587,0.3077,0.251,2
215,coral,rayfish,0.5566,0.4123,0.0511,5
408,eel,seaSlug,0.5562,0.4453,0.1109,2
810,fish,seaAnemone,0.556,0.2278,0.3282,2
369,diver,shark,0.5545,0.3378,0.2167,2
520,fish,seaAnemone,0.5543,0.1251,0.4292,2
974,fishInGroups,seaUrchin,0.5539,0.4255,0.1283,2
1564,turtle,marine_dolphin,0.5532,0.2225,0.0233,4
193,coral,seaAnemone,0.5531,0.2603,0.2927,2
867,fish,coral,0.5512,0.2525,0.2987,2
217,coral,rayfish,0.5473,0.3882,0.123,3
849,fish,seaAnemone,0.5463,0.358,0.1883,2
195,coral,rayfish,0.5426,0.3873,0.1553,2
228,coral,rayfish,0.539,0.3765,0.1076,3
471,fish,eel,0.5389,0.3836,0.0842,4
843,fish,seaAnemone,0.5383,0.1022,0.4361,2
384,eel,starfish,0.5381,0.0786,0.4595,2
140,coral,turtle,0.5372,0.3498,0.1874,2
892,fish,seaAnemone,0.5364,0.3012,0.2221,3
531,fish,turtle,0.5362,0.3382,0.0452,4
472,fish,seaSlug,0.535,0.0967,0.4382,2
1090,rayfish,starfish,0.5344,0.2648,0.0042,4
1331,seaAnemone,fish,0.5324,0.2172,0.3152,2
541,fish,fishInGroups,0.532,0.2837,0.2483,2
436,fish,eel,0.5303,0.1293,0.0024,4
578,fish,shark,0.5296,0.2749,0.2546,2
118,coral,seaAnemone,0.5291,0.3059,0.2233,2
922,fish,coral,0.5247,0.2431,0.2816,2
1340,seaAnemone,coral,0.5242,0.2112,0.313,2
106,coral,fish,0.524,0.2664,0.1915,3
512,fish,crab,0.5231,0.3159,0.0383,5
304,coral,eel,0.5211,0.4199,0.0794,4
277,coral,seaAnemone,0.521,0.3074,0.2136,2
728,fish,seaAnemone,0.5198,0.0783,0.4415,2
1234,seaAnemone,coral,0.5193,0.1821,0.3373,2
353,crab,rayfish,0.519,0.3114,0.0155,7
1524,starfish,seaUrchin,0.519,0.3767,0.1298,3
997,fishInGroups,diver,0.5162,0.2788,0.2375,2
286,coral,seaAnemone,0.5116,0.2889,0.2227,2
1391,seaAnemone,fish,0.51,0.0602,0.4497,2
1030,flatworm,seaSlug,0.5086,0.0262,0.4824,2
1397,seaCucumber,eel,0.5076,0.2662,0.2414,2
935,fish,eel,0.5075,0.2908,0.2167,2
598,fish,seaAnemone,0.5062,0.2038,0.3024,2
542,fish,coral,0.505,0.05,0.455,2
26,coral,rayfish,0.5032,0.2299,0.2733,2
1279,seaAnemone,coral,0.5027,0.2348,0.0195,4
123,coral,eel,0.4978,0.3507,0.0951,4
1026,flatworm,seaSlug,0.4956,0.1027,0.3928,2
864,fish,coral,0.4952,0.1883,0.3069,2
174,coral,fish,0.4933,0.2278,0.2654,2
1168,rayfish,coral,0.4929,0.3737,0.0401,7
1468,shark,fishInGroups,0.4913,0.3141,0.0632,5
795,fish,seaAnemone,0.491,0.0999,0.391,2
1377,seaAnemone,coral,0.49,0.0306,0.4593,2
62,coral,fishInGroups,0.489,0.1864,0.3026,2
120,coral,seaAnemone,0.4884,0.0879,0.4005,2
497,fish,fishInGroups,0.4881,0.2427,0.2453,2
1034,flatworm,eel,0.4872,0.3342,0.0185,7
486,fish,jellyfish,0.4861,0.2615,0.1877,3
746,fish,turtle,0.4851,0.0827,0.4025,2
56,coral,eel,0.485,0.3888,0.0594,5
211,coral,fishInGroups,0.4845,0.3903,0.0697,4
936,fish,fishInGroups,0.483,0.2536,0.2294,2
216,coral,seaAnemone,0.4826,0.1125,0.3701,2
439,fish,rayfish,0.482,0.0223,0.0446,3
1547,turtle,seaCucumber,0.4807,0.247,0.0038,10
663,fish,shark,0.4801,0.2045,0.1609,3
113,coral,fishInGroups,0.478,0.2847,0.1933,2
901,fish,fishInGroups,0.4778,0.1535,0.1016,3
390,eel,fish,0.477,0.2646,0.0895,4
325,coral,seaAnemone,0.4746,0.2259,0.223,3
119,coral,fishInGroups,0.4741,0.1843,0.1924,3
343,coral,eel,0.4696,0.3329,0.0358,6
796,fish,seaAnemone,0.4689,0.1675,0.3014,2
885,fish,fishInGroups,0.4686,0.055,0.4136,2
895,fish,coral,0.4684,0.1014,0.1509,3
320,coral,eel,0.4677,0.2588,0.2088,2
603,fish,fishInGroups,0.4673,0.1346,0.3326,2
169,coral,seaAnemone,0.467,0.1679,0.1472,3
553,fish,turtle,0.4668,0.2456,0.1223,3
1328,seaAnemone,coral,0.4649,0.0982,0.3667,2
586,fish,coral,0.4642,0.1888,0.2241,3
1420,seaSlug,eel,0.4636,0.2034,0.0037,9
482,fish,coral,0.4627,0.141,0.1405,3
303,coral,seaSlug,0.461,0.0997,0.1125,3
740,fish,coral,0.4608,0.1756,0.2852,2
780,fish,eel,0.4594,0.1185,0.3409,2
331,coral,starfish,0.458,0.173,0.0123,4
547,fish,fishInGroups,0.4575,0.0175,0.44,2
319,coral,fishInGroups,0.457,0.1479,0.3091,2
22,coral,seaAnemone,0.4568,0.0943,0.1358,3
455,fish,fishInGroups,0.4562,0.1143,0.3419,2
530,fish,rayfish,0.4549,0.3067,0.1482,2
1027,flatworm,eel,0.4535,0.1158,0.0196,7
1254,seaAnemone,seaUrchin,0.4534,0.1808,0.2726,2
1112,rayfish,eel,0.453,0.1863,0.2667,2
1176,seaAnemone,coral,0.4512,0.3062,0.13,3
289,coral,eel,0.4508,0.2889,0.0669,5
1359,seaAnemone,fish,0.4494,0.0099,0.0504,3
9,coral,seaCucumber,0.4491,0.2793,0.0949,3
524,fish,seaSlug,0.4486,0.2853,0.1492,3
483,fish,crab,0.4472,0.2497,0.1024,4
7,coral,eel,0.4463,0.2467,0.1996,2
1538,turtle,fish,0.4462,0.1019,0.1739,3
1096,rayfish,fish,0.4461,0.1526,0.0281,5
840,fish,seaAnemone,0.4442,0.1799,0.2643,2
1015,fishInGroups,fish,0.4432,0.1117,0.3315,2
1579,turtle,seaSlug,0.443,0.1506,0.0055,10
766,fish,seaAnemone,0.4419,0.134,0.3079,2
95,coral,fishInGroups,0.4381,0.129,0.3091,2
1417,seaSlug,seaAnemone,0.438,0.1856,0.0035,9
1558,turtle,shark,0.436,0.179,0.0476,5
1574,turtle,coral,0.4337,0.128,0.1822,3
545,fish,rayfish,0.4323,0.1161,0.1121,3
941,fish,seaSlug,0.4318,0.1752,0.2565,2
151,coral,seaAnemone,0.4311,0.0831,0.3481,2
743,fish,coral,0.4308,0.0118,0.419,2
108,coral,fishInGroups,0.4294,0.1399,0.2895,2
965,fishInGroups,coral,0.4281,0.0169,0.4113,2
401,eel,starfish,0.4277,0.1396,0.2881,2
1213,seaAnemone,coral,0.4276,0.0784,0.3492,2
820,fish,coral,0.4273,0.0384,0.1091,3
980,fishInGroups,fish,0.4268,0.1716,0.2552,2
910,fish,fishInGroups,0.4259,0.1597,0.2663,2
11,coral,fishInGroups,0.4256,0.0922,0.3334,2
449,fish,shark,0.425,0.1332,0.0442,4
458,fish,fishInGroups,0.424,0.0901,0.3339,2
6,coral,seaUrchin,0.4215,0.2363,0.1852,2
176,coral,rayfish,0.4215,0.1592,0.2623,2
758,fish,fishInGroups,0.4184,0.2081,0.2103,2
1370,seaAnemone,fish,0.4181,0.1058,0.3123,2
135,coral,fish,0.4181,0.0688,0.3493,2
83,coral,seaAnemone,0.4157,0.0186,0.3971,2
19,coral,seaAnemone,0.4139,0.1783,0.2356,2
878,fish,jellyfish,0.4125,0.1164,0.1694,3
798,fish,coral,0.4122,0.0256,0.3866,2
1329,seaAnemone,fish,0.412,0.0486,0.2042,3
48,coral,fishInGroups,0.4113,0.0806,0.3307,2
144,coral,starfish,0.4095,0.263,0.1464,2
298,coral,eel,0.407,0.2897,0.05,5
1413,seaSlug,fish,0.4067,0.1125,0.0945,3
848,fish,fishInGroups,0.4044,0.0406,0.1951,3
800,fish,seaAnemone,0.4043,0.2628,0.1397,3
89,coral,seaCucumber,0.4043,0.2429,0.1603,3
1283,seaAnemone,fish,0.403,0.0812,0.1549,3
1098,rayfish,seaSlug,0.4022,0.1849,0.2173,2
985,fishInGroups,coral,0.4019,0.1539,0.2386,3
629,fish,shark,0.4009,0.2184,0.1042,4
836,fish,fishInGroups,0.4003,0.1199,0.2803,2
145,coral,eel,0.3992,0.2122,0.1337,3
931,fish,jellyfish,0.3973,0.1808,0.2166,2
172,coral,seaAnemone,0.3954,0.0158,0.1835,3
267,coral,eel,0.3932,0.087,0.1438,3
383,eel,turtle,0.3922,0.0548,0.3374,2
290,coral,seaCucumber,0.3913,0.1399,0.0421,4
957,fishInGroups,coral,0.3896,0.1203,0.2613,3
288,coral,fishInGroups,0.3892,0.0197,0.2279,3
182,coral,fish,0.3856,0.1417,0.0298,5
236,coral,eel,0.3843,0.0162,0.127,3
1156,rayfish,turtle,0.3843,0.0114,0.3729,2
959,fishInGroups,fish,0.3829,0.0828,0.2394,3
231,coral,seaAnemone,0.382,0.0066,0.3754,2
167,coral,starfish,0.381,0.0869,0.134,3
540,fish,rayfish,0.3802,0.1376,0.068,3
1608,turtle,rayfish,0.3791,0.1299,0.2492,2
237,coral,fishInGroups,0.3764,0.127,0.2495,2
551,fish,rayfish,0.3726,0.124,0.1118,4
382,eel,turtle,0.3719,0.0975,0.2744,2
587,fish,fishInGroups,0.3703,0.0436,0.3268,2
1522,starfish,seaSlug,0.3699,0.0673,0.3026,2
500,fish,shrimp,0.3697,0.091,0.2787,2
923,fish,eel,0.3674,0.0903,0.0552,4
1426,seaSlug,flatworm,0.3671,0.1593,0.025,6
1199,seaAnemone,fish,0.3666,0.0967,0.1833,3
833,fish,coral,0.3663,0.0796,0.2867,2
544,fish,rayfish,0.3642,0.2316,0.1326,2
940,fish,eel,0.3639,0.0792,0.2847,2
326,coral,seaAnemone,0.3634,0.0752,0.2882,2
938,fish,eel,0.3628,0.121,0.0281,6
876,fish,rayfish,0.3601,0.0724,0.0758,4
309,coral,rayfish,0.3599,0.2196,0.0655,6
256,coral,eel,0.359,0.0752,0.2838,2
340,coral,eel,0.358,0.1184,0.1583,3
557,fish,turtle,0.3573,0.178,0.0385,6
794,fish,coral,0.3571,0.0053,0.2026,3
347,coral,fishInGroups,0.3564,0.1128,0.1746,3
588,fish,rayfish,0.3563,0.0746,0.2817,2
184,coral,rayfish,0.3562,0.0624,0.2938,2
284,coral,fish,0.3562,0.0879,0.2114,3
134,coral,eel,0.356,0.1166,0.0198,8
189,coral,fish,0.3552,0.1396,0.2088,4
470,fish,shark,0.3549,0.0587,0.1304,3
609,fish,coral,0.3514,0.0179,0.2609,3
318,coral,seaUrchin,0.3507,0.2379,0.1128,2
445,fish,fishInGroups,0.3486,0.0024,0.2428,3
242,coral,rayfish,0.3456,0.0579,0.1684,3
597,fish,seaAnemone,0.3446,0.1025,0.2031,3
1405,seaCucumber,eel,0.3427,0.0841,0.1544,4
1192,seaAnemone,rayfish,0.3395,0.129,0.1531,3
302,coral,eel,0.339,0.1034,0.2356,2
132,coral,rayfish,0.3377,0.0297,0.2776,3
955,fishInGroups,shark,0.3375,0.1307,0.2054,3
756,fish,coral,0.3369,0.0336,0.267,3
751,fish,eel,0.3361,0.1203,0.2158,2
27,coral,seaAnemone,0.3344,0.0325,0.2608,3
559,fish,turtle,0.3333,0.0606,0.0544,4
177,coral,diver,0.332,0.1002,0.0113,8
563,fish,coral,0.3318,0.0621,0.1805,3
330,coral,fish,0.3304,0.036,0.1553,3
492,fish,eel,0.3293,0.0758,0.0347,5
1375,seaAnemone,fish,0.3285,0.0316,0.2969,2
518,fish,flatworm,0.3258,0.1728,0.1529,2
882,fish,coral,0.3254,0.0155,0.3099,2
1067,marine_dolphin,shark,0.3253,0.0324,0.0252,5
50,coral,turtle,0.3252,0.0752,0.25,2
372,eel,seaSlug,0.3241,0.1501,0.1699,3
39,coral,seaAnemone,0.3237,0.1227,0.1846,4
921,fish,eel,0.322,0.1324,0.1896,2
872,fish,coral,0.3212,0.0646,0.1359,3
1203,seaAnemone,coral,0.3197,0.1267,0.1628,3
558,fish,eel,0.3172,0.112,0.1142,4
97,coral,fish,0.3171,0.0106,0.3064,2
625,fish,rayfish,0.3164,0.1479,0.1685,2
560,fish,rayfish,0.3105,0.1151,0.0604,5
484,fish,jellyfish,0.3086,0.0626,0.246,2
1022,fishInGroups,jellyfish,0.3064,0.0252,0.2812,2
440,fish,turtle,0.3038,0.0617,0.1764,4
323,coral,starfish,0.3012,0.0714,0.0886,5
274,coral,fish,0.2978,0.0676,0.2282,3
636,fish,shark,0.2965,0.175,0.0853,3
1411,seaSlug,seaCucumber,0.2962,0.031,0.2652,2
299,coral,starfish,0.2961,0.114,0.1821,2
702,fish,starfish,0.296,0.0932,0.0387,7
335,coral,fishInGroups,0.2918,0.0092,0.1098,4
526,fish,rayfish,0.291,0.0951,0.1959,2
906,fish,turtle,0.2909,0.0602,0.2308,2
1210,seaAnemone,coral,0.2904,0.0108,0.2796,2
297,coral,eel,0.2896,0.011,0.2677,3
532,fish,coral,0.2861,0.0438,0.2423,2
366,diver,jellyfish,0.2852,0.0517,0.1424,3
1402,seaCucumber,shrimp,0.2841,0.0248,0.2594,2
1024,flatworm,fishInGroups,0.2834,0.0945,0.0131,14
909,fish,starfish,0.2775,0.0876,0.035,7
112,coral,eel,0.2768,0.1486,0.1282,2
226,coral,turtle,0.2727,0.0038,0.2688,2
727,fish,rayfish,0.2723,0.0369,0.2354,2
131,coral,rayfish,0.2694,0.1428,0.0624,6
724,fish,shark,0.2653,0.0264,0.0592,5
573,fish,rayfish,0.2648,0.0295,0.1734,4
1076,octopus,fish,0.2644,0.0227,0.2057,3
456,fish,seaUrchin,0.2635,0.0358,0.2277,2
473,fish,eel,0.2628,0.0733,0.1895,2
1055,jellyfish,fish,0.2625,0.093,0.0613,5
1169,rayfish,eel,0.2624,0.0687,0.093,4
1165,rayfish,diver,0.2617,0.1194,0.1217,4
149,coral,seaAnemone,0.2608,0.0068,0.1562,3
122,coral,starfish,0.2602,0.1139,0.1335,3
1201,seaAnemone,coral,0.2588,0.0646,0.0147,10
