test_index,true,predicted,confidence,margin,true_class_prob,true_rank
1034,flatworm,seaCucumber,0.7894,0.5819,0.2075,2
111,coral,rayfish,0.7842,0.6886,0.0843,3
350,crab,turtle,0.7813,0.5671,0.2142,2
313,coral,starfish,0.78,0.6185,0.0106,6
384,eel,starfish,0.7775,0.6194,0.0191,4
720,fish,seaAnemone,0.7764,0.5528,0.2236,2
878,fish,seaAnemone,0.7742,0.6623,0.1118,2
436,fish,starfish,0.7717,0.681,0.0832,3
17,coral,seaAnemone,0.7646,0.5722,0.1925,2
189,coral,fish,0.7436,0.4876,0.256,2
303,coral,eel,0.7316,0.4635,0.2681,2
1022,fishInGroups,shark,0.7184,0.5498,0.1687,2
83,coral,fish,0.7179,0.4708,0.2471,2
1466,shark,fishInGroups,0.7162,0.4811,1e-04,4
1408,seaSlug,fish,0.7133,0.4298,0.2835,2
314,coral,fish,0.7038,0.5171,0.1867,2
501,fish,eel,0.7013,0.4103,0.2909,2
872,fish,coral,0.6994,0.4612,0.2382,2
333,coral,seaAnemone,0.6914,0.465,0.2264,2
970,fishInGroups,coral,0.6796,0.372,0.3077,2
539,fish,coral,0.6787,0.3596,0.3191,2
512,fish,seaSlug,0.6753,0.467,0.2083,2
474,fish,seaAnemone,0.6717,0.3694,0.3023,2
1497,starfish,coral,0.6682,0.4932,0.1517,3
19,coral,seaAnemone,0.6605,0.3685,0.0423,3
347,coral,fishInGroups,0.6587,0.4482,0.2105,2
262,coral,fish,0.6574,0.4763,0.1811,2
2,coral,seaAnemone,0.656,0.4354,0.2205,2
1259,seaAnemone,fish,0.6516,0.3064,0.3452,2
1533,starfish,eel,0.6466,0.4545,0.1504,3
587,fish,coral,0.6454,0.3394,0.3059,2
532,fish,coral,0.6453,0.3055,0.3398,2
1175,rayfish,turtle,0.6413,0.3108,0.3305,2
335,coral,seaAnemone,0.6345,0.2713,0.3632,2
1085,rayfish,octopus,0.63,0.4449,0.0658,3
192,coral,rayfish,0.63,0.2601,0.37,2
1061,marine_dolphin,shark,0.6299,0.3347,0.0002,5
1015,fishInGroups,coral,0.6254,0.2923,0.3331,2
981,fishInGroups,coral,0.6226,0.2615,0.3611,2
1471,shark,fish,0.6171,0.3605,0.0047,6
32,coral,rayfish,0.6163,0.3621,0.2542,2
424,fish,coral,0.6161,0.2444,0.0052,3
421,fish,rayfish,0.6123,0.3531,0.2592,2
1068,marine_dolphin,rayfish,0.6051,0.3569,0.0019,4
909,fish,eel,0.5934,0.3071,0.1173,3
1405,seaCucumber,coral,0.5922,0.3965,0.0472,5
1430,seaUrchin,seaAnemone,0.572,0.4359,0.1158,3
1194,seaAnemone,fish,0.5643,0.1365,0.4277,2
800,fish,seaAnemone,0.558,0.2783,0.1624,3
1165,rayfish,shark,0.5468,0.094,0.4528,2
485,fish,fishInGroups,0.5383,0.0766,0.4617,2
1455,seaUrchin,seaSlug,0.5321,0.3201,0.2121,2
147,coral,rayfish,0.5275,0.0575,0.47,2
543,fish,turtle,0.5274,0.0591,0.4683,2
746,fish,seaSlug,0.5259,0.0739,0.4519,2
807,fish,seaAnemone,0.5222,0.046,0.4763,2
18,coral,fish,0.5215,0.2659,0.2557,2
893,fish,seaAnemone,0.5188,0.1501,0.3686,2
1210,seaAnemone,fish,0.5168,0.0375,0.0039,3
482,fish,coral,0.5136,0.2079,0.1807,3
1494,squid,fishInGroups,0.5135,0.1214,1e-04,9
1130,rayfish,fish,0.5124,0.2843,0.2141,3
957,fishInGroups,fish,0.5082,0.0853,0.4229,2
912,fish,eel,0.506,0.1131,0.3928,2
951,fishInGroups,coral,0.5046,0.0966,0.408,2
132,coral,rayfish,0.4998,0.0067,0.4931,2
965,fishInGroups,coral,0.499,0.0398,0.4592,2
1123,rayfish,squid,0.4857,0.1778,0.1332,3
994,fishInGroups,coral,0.4842,0.0945,0.122,3
351,crab,coral,0.4816,0.2504,0.0522,5
876,fish,coral,0.4618,0.052,0.4099,2
804,fish,coral,0.4544,0.0007,0.4537,2
1140,rayfish,turtle,0.4426,0.0657,0.3769,2
439,fish,shark,0.424,0.0022,0.4217,2
983,fishInGroups,fish,0.4102,0.1027,0.3075,2
1076,octopus,fish,0.4088,0.0971,0.0015,5
887,fish,seaAnemone,0.4066,0.0567,0.0336,4
59,coral,fishInGroups,0.4035,0.1,0.3035,2
972,fishInGroups,seaAnemone,0.3019,0.0488,0.2531,2
