test_index,true,predicted,confidence,margin,true_class_prob,true_rank
924,fish,shark,0.5783,0.3643,0.214,2
592,fish,octopus,0.578,0.4422,0.0044,9
104,coral,fishInGroups,0.5726,0.3561,0.2165,2
561,fish,fishInGroups,0.5701,0.2473,0.3228,2
982,fishInGroups,diver,0.5692,0.1984,0.3708,2
624,fish,fishInGroups,0.5596,0.3306,0.229,2
334,coral,eel,0.5536,0.3142,0.0123,5
1067,marine_dolphin,fish,0.5527,0.2436,0.3091,2
457,fish,seaAnemone,0.5508,0.1068,0.444,2
1210,seaAnemone,fish,0.5502,0.1325,0.4177,2
474,fish,seaAnemone,0.5451,0.2386,0.3065,2
345,coral,seaAnemone,0.5398,0.1834,0.3563,2
1487,squid,seaSlug,0.5396,0.0921,0.4475,2
192,coral,rayfish,0.5395,0.2666,0.2729,2
312,coral,fishInGroups,0.5385,0.168,0.3705,2
541,fish,fishInGroups,0.5372,0.2017,0.3355,2
76,coral,fish,0.5348,0.136,0.038,3
2,coral,seaAnemone,0.5342,0.1566,0.0178,4
316,coral,seaAnemone,0.532,0.2416,0.1673,3
599,fish,fishInGroups,0.5277,0.0972,0.4304,2
440,fish,octopus,0.5276,0.1892,0.0186,5
392,eel,octopus,0.5272,0.168,0.3592,2
464,fish,rayfish,0.5265,0.2436,0.2829,2
905,fish,fishInGroups,0.522,0.2754,0.2466,2
864,fish,seaAnemone,0.5141,0.0695,0.0283,3
522,fish,coral,0.5117,0.3788,0.1329,2
462,fish,octopus,0.5112,0.2588,0.0389,4
439,fish,shark,0.5108,0.0821,0.0139,4
647,fish,fishInGroups,0.5107,0.2486,0.1155,3
1011,fishInGroups,rayfish,0.5105,0.3321,0.0407,4
1005,fishInGroups,fish,0.5093,0.0641,0.4452,2
998,fishInGroups,seaAnemone,0.5073,0.2359,0.1976,3
1377,seaAnemone,coral,0.504,0.0205,0.4835,2
1403,seaCucumber,shark,0.5029,0.2533,0.0011,10
772,fish,seaAnemone,0.4997,0.023,0.4767,2
94,coral,fish,0.4991,0.1346,0.3645,2
89,coral,fishInGroups,0.4975,0.2503,0.2472,2
318,coral,seaAnemone,0.4937,0.1048,0.3889,2
417,fish,fishInGroups,0.4925,0.2007,0.2917,2
1022,fishInGroups,shark,0.4917,0.0253,0.4664,2
298,coral,fishInGroups,0.4891,0.1953,0.2938,2
988,fishInGroups,fish,0.4831,0.1835,0.162,3
1175,rayfish,jellyfish,0.4808,0.1392,0.3416,2
1531,starfish,coral,0.4785,0.11,0.3686,2
1350,seaAnemone,coral,0.4761,0.205,0.2711,2
178,coral,fishInGroups,0.4742,0.0302,0.444,2
342,coral,flatworm,0.4739,0.2087,0.0033,13
914,fish,fishInGroups,0.4704,0.0047,0.4657,2
11,coral,fishInGroups,0.4656,0.1762,0.1432,3
95,coral,diver,0.464,0.0364,0.4276,2
758,fish,fishInGroups,0.4634,0.2548,0.0974,4
583,fish,fishInGroups,0.4622,0.0201,0.4421,2
88,coral,octopus,0.4592,0.2581,0.0181,6
47,coral,octopus,0.4575,0.1626,0.1888,3
955,fishInGroups,squid,0.4556,0.0415,0.0079,6
1061,marine_dolphin,shark,0.45,0.0434,0.004,5
18,coral,fishInGroups,0.4463,0.1765,0.2698,2
557,fish,marine_dolphin,0.4453,0.064,0.0073,6
40,coral,fishInGroups,0.4425,0.0159,0.4265,2
16,coral,fishInGroups,0.4416,0.0662,0.1246,3
109,coral,diver,0.4403,0.1019,0.3385,2
430,fish,fishInGroups,0.4377,0.1579,0.2075,3
242,coral,turtle,0.4345,0.0118,0.4228,2
1388,seaAnemone,fish,0.4335,0.1795,0.2522,3
384,eel,seaCucumber,0.4277,0.2148,0.1685,3
5,coral,seaAnemone,0.427,0.2301,0.197,2
34,coral,octopus,0.4254,0.2471,0.1782,2
1443,seaUrchin,coral,0.4242,0.0847,0.0761,3
483,fish,squid,0.4225,0.1431,0.0612,4
915,fish,fishInGroups,0.4222,0.0541,0.0541,4
497,fish,turtle,0.4219,0.3269,0.0802,5
567,fish,squid,0.4207,0.0864,0.3344,2
1090,rayfish,seaCucumber,0.4159,0.1854,0.091,4
70,coral,octopus,0.4159,0.0099,0.406,2
989,fishInGroups,shark,0.4103,0.1267,0.2626,3
281,coral,diver,0.4086,0.1221,0.2866,2
1547,turtle,seaCucumber,0.4076,0.1139,0.2937,2
92,coral,fishInGroups,0.3981,0.1414,0.2567,2
1071,octopus,jellyfish,0.3965,0.0879,0.3087,2
335,coral,seaAnemone,0.395,0.1013,0.2937,2
1239,seaAnemone,rayfish,0.3928,0.2097,0.0591,5
530,fish,octopus,0.39,0.1781,0.2119,2
916,fish,turtle,0.3862,0.1305,0.0326,6
58,coral,fishInGroups,0.3834,0.0885,0.1078,3
512,fish,octopus,0.3821,0.1871,0.071,5
972,fishInGroups,coral,0.38,0.0514,0.1496,3
1014,fishInGroups,fish,0.3684,0.0543,0.2668,3
872,fish,coral,0.3597,0.0593,0.3003,2
981,fishInGroups,coral,0.3576,0.1264,0.2312,2
463,fish,shark,0.3552,0.0955,0.1393,3
26,coral,octopus,0.355,0.0992,0.1966,3
283,coral,seaCucumber,0.3543,0.1294,0.1212,4
516,fish,fishInGroups,0.3479,0.0393,0.3039,3
456,fish,seaUrchin,0.3446,0.2396,0.0994,3
563,fish,octopus,0.3349,0.1709,0.1304,3
167,coral,fishInGroups,0.3342,0.0451,0.2892,2
217,coral,rayfish,0.3305,0.0557,0.2748,2
540,fish,eel,0.3257,0.0911,0.2345,2
940,fish,crab,0.3236,0.1071,0.0594,5
85,coral,fish,0.3219,0.0156,0.3064,2
476,fish,marine_dolphin,0.3218,0.07,0.2031,3
428,fish,seaUrchin,0.3149,0.1009,0.0266,9
1027,flatworm,seaSlug,0.3143,0.001,0.2581,3
113,coral,seaUrchin,0.3136,0.1492,0.123,4
566,fish,shark,0.276,0.0197,0.2036,3
305,coral,seaAnemone,0.2746,0.1313,0.1433,2
500,fish,starfish,0.2683,0.0668,0.0746,4
930,fish,turtle,0.2588,0.0532,0.1073,3
200,coral,fishInGroups,0.2553,0.0591,0.1962,2
597,fish,fishInGroups,0.2479,0.0649,0.1175,4
495,fish,fishInGroups,0.2454,0.0351,0.0704,5
485,fish,turtle,0.2404,0.0829,0.0776,5
19,coral,octopus,0.2312,0.0165,0.0757,5
858,fish,seaUrchin,0.2308,0.0688,0.1392,3
534,fish,seaUrchin,0.227,0.0174,0.1268,3
948,fish,seaUrchin,0.2201,0.0767,0.1288,4
100,coral,fish,0.2125,0.0155,0.197,2
508,fish,turtle,0.2123,0.0368,0.1345,3
702,fish,starfish,0.2116,0.0555,0.1561,2
518,fish,fishInGroups,0.2103,0.0235,0.1868,2
451,fish,turtle,0.2077,0.0763,0.1055,5
937,fish,turtle,0.195,0.0374,0.1127,4
552,fish,coral,0.1915,0.0291,0.1021,4
455,fish,turtle,0.1728,0.0468,0.1237,3
502,fish,turtle,0.1687,0.004,0.1646,2
450,fish,seaUrchin,0.1652,0.004,0.1226,4
